transaction_id,transaction_date,customer_id,store_id,product_id,quantity,unit_price,total_amount,payment_method,discount_applied
TXN001286,2024-06-23 09:10:00,CUST0883,STR030,PRD040,1,39.0,39.0,GCash,0
TXN001287,2024-06-15 20:46:00,CUST1771,STR030,PRD331,1,60.81,60.81,GCash,10
TXN001288,2024-06-27 16:56:00,CUST0449,STR020,PRD229,4,301.74,1206.96,Cash,0
TXN001289,2024-06-20 09:59:00,CUST0309,STR085,PRD483,3,71.08,213.24,Cash,5
TXN001290,2024-07-31 08:33:00,CUST0718,STR037,PRD149,2,77.39,154.78,Cash,0
TXN001291,2024-08-23 08:14:00,CUST1899,STR049,PRD192,3,126.85,380.55,Cash,10
TXN001292,2024-06-17 07:55:00,CUST0361,STR088,PRD058,1,143.23,143.23,Cash,5
TXN001293,2024-07-29 13:00:00,CUST0827,STR086,PRD393,1,134.15,134.15,GCash,0
TXN001294,2024-06-30 19:11:00,CUST1804,STR032,PRD024,4,125.43,501.72,Cash,0
TXN001295,2024-07-07 07:03:00,CUST1668,STR029,PRD347,2,48.61,97.22,Cash,0
TXN001296,2024-07-28 07:20:00,CUST0279,STR050,PRD482,2,123.28,246.56,Cash,5
TXN001297,2024-08-23 09:28:00,CUST1988,STR011,PRD403,1,32.87,32.87,GCash,0
TXN001298,2024-06-11 09:48:00,CUST1665,STR045,PRD327,2,29.64,59.28,Cash,0
TXN001299,2024-08-24 07:32:00,CUST1114,STR028,PRD359,3,65.05,195.15,Cash,0
TXN001300,2024-07-18 07:59:00,CUST1752,STR091,PRD013,1,110.44,110.44,Cash,0
TXN001301,2024-08-17 17:01:00,CUST1630,STR031,PRD160,2,75.42,150.84,Cash,0
TXN001302,2024-06-15 07:52:00,CUST1374,STR060,PRD009,1,132.22,132.22,Cash,0
TXN001303,2024-08-14 17:07:00,CUST0964,STR070,PRD330,1,108.48,108.48,Card,0
TXN001304,2024-07-01 09:59:00,CUST0691,STR075,PRD236,1,567.73,567.73,GCash,5
TXN001305,2024-08-09 07:09:00,CUST0134,STR048,PRD233,2,284.66,569.32,Cash,0
TXN001306,2024-08-24 10:47:00,CUST1911,STR099,PRD261,2,396.97,793.94,Card,0
TXN001307,2024-06-10 09:30:00,CUST1034,STR008,PRD459,1,15.67,15.67,Card,0
TXN001308,2024-08-22 18:26:00,CUST0059,STR022,PRD217,3,161.4,484.2,Cash,0
TXN001309,2024-07-26 19:14:00,CUST0401,STR067,PRD285,2,39.55,79.1,Cash,0
TXN001310,2024-07-22 16:46:00,CUST0250,STR064,PRD450,2,59.45,118.9,GCash,0
TXN001311,2024-08-14 09:59:00,CUST0153,STR079,PRD076,1,282.12,282.12,Card,0
TXN001312,2024-06-05 10:27:00,CUST1031,STR066,PRD070,1,277.83,277.83,Cash,10
TXN001313,2024-07-23 10:56:00,CUST0342,STR018,PRD181,2,55.77,111.54,Cash,10
TXN001314,2024-07-09 20:44:00,CUST1149,STR019,PRD213,3,445.97,1337.91,GCash,0
TXN001315,2024-07-31 20:02:00,CUST0959,STR062,PRD341,1,39.2,39.2,Cash,0
TXN001316,2024-07-29 20:05:00,CUST1794,STR092,PRD285,1,39.55,39.55,Cash,0
TXN001317,2024-08-14 10:10:00,CUST1543,STR062,PRD292,3,28.53,85.59,PayMaya,0
TXN001318,2024-06-26 14:51:00,CUST0193,STR055,PRD439,4,236.96,947.84,GCash,0
TXN001319,2024-07-10 09:31:00,CUST0924,STR097,PRD387,3,103.67,311.01,Cash,0
TXN001320,2024-08-19 18:32:00,CUST1693,STR043,PRD467,2,37.51,75.02,GCash,0
TXN001321,2024-06-01 10:05:00,CUST1590,STR028,PRD115,2,106.38,212.76,Cash,15
TXN001322,2024-06-19 08:54:00,CUST0298,STR096,PRD311,4,18.4,73.6,Cash,0
TXN001323,2024-06-26 15:34:00,CUST1040,STR059,PRD020,2,94.42,188.84,Cash,0
TXN001324,2024-08-14 19:21:00,CUST0125,STR054,PRD272,1,55.91,55.91,GCash,0
TXN001325,2024-06-09 08:54:00,CUST1336,STR088,PRD205,3,488.44,1465.32,Cash,0
TXN001326,2024-07-29 19:18:00,CUST1626,STR018,PRD106,1,220.55,220.55,Cash,0
TXN001327,2024-08-22 13:58:00,CUST1460,STR005,PRD160,1,75.42,75.42,Cash,0
TXN001328,2024-07-21 08:32:00,CUST0634,STR082,PRD290,1,21.38,21.38,Cash,0
TXN001329,2024-08-05 10:52:00,CUST0649,STR004,PRD443,1,54.61,54.61,PayMaya,0
TXN001330,2024-06-27 16:19:00,CUST1824,STR012,PRD391,1,181.01,181.01,Cash,0
TXN001331,2024-07-26 19:47:00,CUST0969,STR048,PRD423,2,245.63,491.26,GCash,0
TXN001332,2024-06-21 11:43:00,CUST1608,STR040,PRD007,2,85.22,170.44,Cash,0
TXN001333,2024-07-27 07:06:00,CUST1247,STR007,PRD401,2,129.34,258.68,Cash,0
TXN001334,2024-08-24 07:18:00,CUST0851,STR070,PRD158,1,13.47,13.47,Cash,0
TXN001335,2024-06-19 08:50:00,CUST1603,STR029,PRD195,1,248.83,248.83,Cash,0
TXN001336,2024-08-24 13:30:00,CUST0006,STR020,PRD464,1,28.6,28.6,GCash,0
TXN001337,2024-06-14 07:42:00,CUST0864,STR001,PRD055,3,53.66,160.98,Cash,0
TXN001338,2024-07-14 18:39:00,CUST1296,STR022,PRD004,1,45.05,45.05,Cash,0
TXN001339,2024-06-01 09:50:00,CUST1578,STR039,PRD195,2,248.83,497.66,Cash,0
TXN001340,2024-06-22 19:58:00,CUST0082,STR075,PRD456,1,94.09,94.09,GCash,10
TXN001341,2024-08-28 07:44:00,CUST0976,STR002,PRD088,1,202.17,202.17,Cash,0
TXN001342,2024-08-09 19:00:00,CUST0743,STR041,PRD243,1,378.06,378.06,Cash,0
TXN001343,2024-08-14 12:17:00,CUST1385,STR051,PRD149,1,77.39,77.39,Cash,15
TXN001344,2024-08-31 17:45:00,CUST1581,STR097,PRD348,1,112.82,112.82,Cash,0
TXN001345,2024-08-03 15:15:00,CUST0634,STR034,PRD239,1,538.75,538.75,Cash,0
TXN001346,2024-07-12 08:35:00,CUST0067,STR021,PRD315,3,21.91,65.73,Cash,0
TXN001347,2024-06-09 11:38:00,CUST1234,STR095,PRD057,2,188.99,377.98,Cash,0
TXN001348,2024-08-21 10:32:00,CUST1620,STR084,PRD285,2,39.55,79.1,Card,0
TXN001349,2024-08-17 12:48:00,CUST1099,STR018,PRD413,1,122.91,122.91,Cash,0
TXN001350,2024-07-06 08:04:00,CUST0009,STR029,PRD176,2,76.35,152.7,GCash,0
TXN001351,2024-08-18 08:42:00,CUST1655,STR045,PRD064,1,64.29,64.29,Cash,0
TXN001352,2024-06-29 18:24:00,CUST1946,STR019,PRD298,2,27.11,54.22,GCash,0
TXN001353,2024-07-13 10:58:00,CUST0900,STR047,PRD345,1,93.51,93.51,Cash,5
TXN001354,2024-08-18 11:35:00,CUST0324,STR050,PRD051,1,299.2,299.2,Cash,5
TXN001355,2024-08-28 09:43:00,CUST0870,STR062,PRD101,2,77.59,155.18,Cash,0
TXN001356,2024-06-08 07:22:00,CUST0258,STR045,PRD159,1,16.95,16.95,Cash,0
TXN001357,2024-07-31 16:00:00,CUST1323,STR075,PRD226,1,391.35,391.35,Cash,0
TXN001358,2024-06-15 09:10:00,CUST1525,STR042,PRD096,1,80.68,80.68,Cash,0
TXN001359,2024-07-26 17:03:00,CUST0863,STR053,PRD492,1,51.44,51.44,Cash,5
TXN001360,2024-08-01 08:50:00,CUST0941,STR005,PRD329,2,87.64,175.28,Cash,10
TXN001361,2024-07-16 10:10:00,CUST0234,STR085,PRD201,1,296.43,296.43,Cash,0
TXN001362,2024-08-08 08:30:00,CUST1745,STR036,PRD492,1,51.44,51.44,GCash,0
TXN001363,2024-07-08 07:04:00,CUST1210,STR002,PRD312,3,54.4,163.2,GCash,10
TXN001364,2024-07-24 16:42:00,CUST0964,STR071,PRD309,2,58.59,117.18,Cash,10
TXN001365,2024-06-18 19:34:00,CUST0021,STR071,PRD112,1,37.78,37.78,Cash,0
TXN001366,2024-08-05 20:59:00,CUST1371,STR068,PRD239,1,538.75,538.75,Cash,0
TXN001367,2024-07-26 17:11:00,CUST0380,STR025,PRD469,1,125.35,125.35,Cash,10
TXN001368,2024-08-17 09:25:00,CUST0423,STR036,PRD160,4,75.42,301.68,Cash,0
TXN001369,2024-06-05 08:59:00,CUST0705,STR015,PRD100,5,120.62,603.1,Cash,0
TXN001370,2024-06-25 13:03:00,CUST1843,STR089,PRD121,1,137.23,137.23,GCash,0
TXN001371,2024-06-19 08:40:00,CUST0866,STR048,PRD137,1,57.18,57.18,Cash,0
TXN001372,2024-07-15 12:04:00,CUST1001,STR010,PRD446,3,147.95,443.85,Cash,0
TXN001373,2024-07-11 09:22:00,CUST0932,STR014,PRD105,1,65.83,65.83,Cash,10
TXN001374,2024-07-07 09:01:00,CUST1845,STR059,PRD486,4,106.03,424.12,Cash,0
TXN001375,2024-07-31 20:39:00,CUST1133,STR083,PRD308,6,23.72,142.32,Cash,5
TXN001376,2024-08-24 07:35:00,CUST1484,STR034,PRD194,1,92.55,92.55,Cash,0
TXN001377,2024-07-31 19:25:00,CUST1930,STR015,PRD212,1,487.38,487.38,Cash,0
TXN001378,2024-07-12 07:51:00,CUST0830,STR085,PRD074,1,233.73,233.73,GCash,15
TXN001379,2024-08-07 13:28:00,CUST1865,STR001,PRD182,2,385.36,770.72,Cash,0
TXN001380,2024-08-25 07:04:00,CUST0886,STR039,PRD213,2,445.97,891.94,GCash,0
TXN001381,2024-08-22 18:29:00,CUST1562,STR004,PRD213,1,445.97,445.97,Cash,0
TXN001382,2024-07-13 09:26:00,CUST1839,STR026,PRD345,2,93.51,187.02,Cash,10
TXN001383,2024-07-18 16:30:00,CUST0019,STR065,PRD319,1,96.67,96.67,Cash,0
TXN001384,2024-07-18 16:48:00,CUST1626,STR022,PRD331,1,60.81,60.81,Cash,0
TXN001385,2024-08-10 19:35:00,CUST0305,STR042,PRD125,1,50.17,50.17,GCash,0
TXN001386,2024-07-08 18:32:00,CUST1786,STR018,PRD397,3,141.54,424.62,GCash,5
TXN001387,2024-07-14 20:40:00,CUST0618,STR068,PRD051,2,299.2,598.4,Cash,0
TXN001388,2024-06-27 12:05:00,CUST1477,STR091,PRD170,5,28.78,143.9,Cash,10
TXN001389,2024-06-20 19:39:00,CUST1229,STR072,PRD345,2,93.51,187.02,Cash,0
TXN001390,2024-07-15 15:28:00,CUST1475,STR037,PRD464,1,28.6,28.6,PayMaya,0
TXN001391,2024-07-14 13:31:00,CUST1025,STR021,PRD247,3,317.58,952.74,Cash,10
TXN001392,2024-08-08 07:21:00,CUST0423,STR041,PRD191,1,144.74,144.74,GCash,0
TXN001393,2024-07-09 09:50:00,CUST0934,STR053,PRD060,1,119.17,119.17,Cash,0
TXN001394,2024-07-01 09:33:00,CUST1300,STR056,PRD488,2,132.49,264.98,Cash,0
TXN001395,2024-08-13 14:53:00,CUST0450,STR008,PRD329,1,87.64,87.64,GCash,0
TXN001396,2024-08-21 16:33:00,CUST0326,STR001,PRD078,1,217.81,217.81,Cash,5
TXN001397,2024-06-23 07:47:00,CUST0956,STR056,PRD186,6,157.98,947.88,GCash,0
TXN001398,2024-08-15 16:18:00,CUST1802,STR093,PRD387,1,103.67,103.67,Cash,5
TXN001399,2024-08-31 18:52:00,CUST1364,STR098,PRD290,1,21.38,21.38,Cash,0
TXN001400,2024-06-20 20:35:00,CUST1961,STR025,PRD430,3,189.39,568.17,GCash,5
TXN001401,2024-08-18 17:04:00,CUST0873,STR070,PRD349,1,52.3,52.3,GCash,0
TXN001402,2024-07-29 08:51:00,CUST1158,STR011,PRD066,4,225.89,903.56,Cash,0
TXN001403,2024-07-23 18:14:00,CUST0408,STR022,PRD462,2,46.12,92.24,Cash,0
TXN001404,2024-06-30 13:24:00,CUST0396,STR016,PRD469,3,125.35,376.05,GCash,0
TXN001405,2024-08-19 17:20:00,CUST1526,STR097,PRD142,1,67.52,67.52,Cash,0
TXN001406,2024-06-09 18:08:00,CUST1931,STR071,PRD293,1,13.23,13.23,Cash,5
TXN001407,2024-06-12 09:28:00,CUST0430,STR028,PRD235,3,246.92,740.76,PayMaya,0
TXN001408,2024-06-24 08:49:00,CUST0732,STR077,PRD105,3,65.83,197.49,Cash,0
TXN001409,2024-06-08 09:40:00,CUST1121,STR026,PRD322,1,84.51,84.51,Cash,15
TXN001410,2024-07-28 20:35:00,CUST0621,STR085,PRD343,2,75.38,150.76,PayMaya,0
TXN001411,2024-07-07 09:51:00,CUST1564,STR041,PRD431,1,56.64,56.64,Cash,0
TXN001412,2024-08-08 14:49:00,CUST1744,STR061,PRD384,2,61.82,123.64,GCash,10
TXN001413,2024-08-01 17:56:00,CUST0022,STR080,PRD022,2,115.35,230.7,Cash,5
TXN001414,2024-07-19 18:54:00,CUST0083,STR043,PRD085,3,132.46,397.38,Cash,0
TXN001415,2024-06-30 07:44:00,CUST0547,STR053,PRD299,3,56.36,169.08,Cash,0
TXN001416,2024-07-17 16:49:00,CUST0033,STR057,PRD146,2,53.51,107.02,Cash,0
TXN001417,2024-07-23 12:08:00,CUST0483,STR092,PRD367,1,199.94,199.94,Cash,0
TXN001418,2024-08-16 11:20:00,CUST0815,STR065,PRD146,1,53.51,53.51,GCash,10
TXN001419,2024-08-26 09:00:00,CUST1766,STR045,PRD137,3,57.18,171.54,Cash,0
TXN001420,2024-08-16 15:48:00,CUST1189,STR056,PRD134,4,145.79,583.16,Cash,5
TXN001421,2024-06-08 09:19:00,CUST0933,STR081,PRD389,1,79.13,79.13,Cash,0
TXN001422,2024-08-30 12:41:00,CUST1714,STR032,PRD367,1,199.94,199.94,GCash,0
TXN001423,2024-07-27 07:51:00,CUST1890,STR052,PRD346,1,85.84,85.84,Cash,0
TXN001424,2024-06-29 15:38:00,CUST1091,STR086,PRD382,3,185.0,555.0,Card,0
TXN001425,2024-06-20 15:48:00,CUST1819,STR018,PRD426,6,143.61,861.66,Cash,0
TXN001426,2024-08-19 08:59:00,CUST0892,STR008,PRD351,1,100.5,100.5,Cash,5
TXN001427,2024-06-29 16:37:00,CUST0672,STR012,PRD266,1,386.12,386.12,GCash,0
TXN001428,2024-08-30 09:32:00,CUST1409,STR045,PRD416,1,278.51,278.51,GCash,0
TXN001429,2024-06-01 08:04:00,CUST0174,STR077,PRD359,4,65.05,260.2,GCash,0
TXN001430,2024-07-10 08:50:00,CUST0990,STR071,PRD144,1,25.81,25.81,Cash,0
TXN001431,2024-06-07 15:20:00,CUST1486,STR016,PRD158,1,13.47,13.47,Cash,5
TXN001432,2024-07-02 19:51:00,CUST0190,STR059,PRD171,2,59.16,118.32,Cash,0
TXN001433,2024-08-25 11:23:00,CUST1189,STR029,PRD045,1,59.14,59.14,GCash,15
TXN001434,2024-08-28 09:23:00,CUST0754,STR038,PRD435,1,103.35,103.35,Cash,0
TXN001435,2024-08-03 08:18:00,CUST1697,STR012,PRD072,2,142.56,285.12,GCash,0
TXN001436,2024-08-31 13:08:00,CUST1538,STR068,PRD309,1,58.59,58.59,Cash,0
TXN001437,2024-06-15 19:13:00,CUST1110,STR094,PRD233,1,284.66,284.66,Card,0
TXN001438,2024-07-01 16:42:00,CUST1572,STR038,PRD422,1,57.41,57.41,Card,15
TXN001439,2024-07-12 19:44:00,CUST1177,STR050,PRD218,3,218.12,654.36,Cash,5
TXN001440,2024-08-11 16:40:00,CUST1530,STR052,PRD084,1,258.18,258.18,Cash,10
TXN001441,2024-07-15 20:50:00,CUST0926,STR097,PRD355,1,55.71,55.71,Cash,5
TXN001442,2024-07-25 15:40:00,CUST0317,STR089,PRD179,2,63.5,127.0,Cash,0
TXN001443,2024-07-21 12:30:00,CUST1855,STR068,PRD319,1,96.67,96.67,Cash,0
TXN001444,2024-08-13 12:05:00,CUST1304,STR019,PRD142,3,67.52,202.56,GCash,0
TXN001445,2024-08-08 09:29:00,CUST0892,STR040,PRD002,3,102.95,308.85,Card,0
TXN001446,2024-08-22 09:01:00,CUST0294,STR038,PRD273,6,30.38,182.28,Cash,5
TXN001447,2024-08-09 10:27:00,CUST0081,STR094,PRD459,2,15.67,31.34,Cash,5
TXN001448,2024-06-05 14:05:00,CUST1910,STR045,PRD106,3,220.55,661.65,GCash,0
TXN001449,2024-07-15 19:56:00,CUST0368,STR041,PRD410,1,87.13,87.13,GCash,0
TXN001450,2024-06-11 16:55:00,CUST0438,STR055,PRD284,2,12.43,24.86,Cash,0
TXN001451,2024-07-26 12:54:00,CUST1344,STR080,PRD317,1,32.63,32.63,Cash,0
TXN001452,2024-08-26 08:05:00,CUST0566,STR073,PRD003,1,87.13,87.13,Cash,15
TXN001453,2024-07-07 07:55:00,CUST0057,STR006,PRD024,2,125.43,250.86,Cash,5
TXN001454,2024-07-15 14:43:00,CUST0130,STR009,PRD247,2,317.58,635.16,GCash,0
TXN001455,2024-08-13 18:59:00,CUST1237,STR006,PRD058,1,143.23,143.23,GCash,0
TXN001456,2024-07-03 09:23:00,CUST1188,STR028,PRD392,1,118.94,118.94,Cash,0
TXN001457,2024-07-12 16:36:00,CUST1433,STR055,PRD405,1,163.72,163.72,GCash,0
TXN001458,2024-08-16 17:20:00,CUST1476,STR083,PRD195,2,248.83,497.66,Cash,5
TXN001459,2024-06-24 09:26:00,CUST0087,STR067,PRD315,1,21.91,21.91,GCash,0
TXN001460,2024-06-02 09:03:00,CUST1169,STR051,PRD420,3,296.62,889.86,Card,10
TXN001461,2024-08-08 08:35:00,CUST0440,STR050,PRD259,1,259.49,259.49,Cash,5
TXN001462,2024-08-02 07:40:00,CUST1345,STR071,PRD194,2,92.55,185.1,Cash,0
TXN001463,2024-08-20 11:15:00,CUST1031,STR004,PRD130,4,111.96,447.84,Cash,10
TXN001464,2024-06-08 09:40:00,CUST1310,STR067,PRD148,1,27.8,27.8,Cash,0
TXN001465,2024-07-20 09:30:00,CUST1708,STR013,PRD182,2,385.36,770.72,GCash,0
TXN001466,2024-06-29 09:09:00,CUST0093,STR052,PRD242,2,749.25,1498.5,Cash,0
TXN001467,2024-07-27 11:00:00,CUST0223,STR071,PRD254,3,491.09,1473.27,Cash,5
TXN001468,2024-06-19 16:58:00,CUST0811,STR027,PRD364,3,93.3,279.9,PayMaya,10
TXN001469,2024-07-12 12:15:00,CUST0188,STR010,PRD137,3,57.18,171.54,Card,15
TXN001470,2024-07-16 13:44:00,CUST0751,STR041,PRD392,1,118.94,118.94,GCash,0
TXN001471,2024-06-11 07:36:00,CUST0910,STR013,PRD083,1,164.65,164.65,Cash,0
TXN001472,2024-06-24 08:04:00,CUST0590,STR068,PRD248,1,472.48,472.48,Cash,0
TXN001473,2024-08-30 11:02:00,CUST1295,STR046,PRD030,1,130.34,130.34,Card,0
TXN001474,2024-08-31 09:02:00,CUST0682,STR029,PRD188,1,252.52,252.52,GCash,0
TXN001475,2024-07-12 08:37:00,CUST1354,STR088,PRD267,1,360.57,360.57,Card,0
TXN001476,2024-06-12 19:11:00,CUST1442,STR053,PRD383,1,62.25,62.25,Cash,0
TXN001477,2024-06-03 19:42:00,CUST0100,STR048,PRD379,3,36.16,108.48,PayMaya,0
TXN001478,2024-08-11 09:19:00,CUST1327,STR013,PRD062,1,61.97,61.97,Card,0
TXN001479,2024-07-23 17:40:00,CUST1408,STR091,PRD283,1,51.09,51.09,Cash,0
TXN001480,2024-08-07 07:08:00,CUST1962,STR033,PRD004,1,45.05,45.05,Card,0
TXN001481,2024-08-14 09:39:00,CUST1700,STR051,PRD242,1,749.25,749.25,Card,0
TXN001482,2024-07-21 08:58:00,CUST1775,STR071,PRD451,1,94.53,94.53,Cash,5
TXN001483,2024-06-06 10:09:00,CUST0589,STR038,PRD294,2,51.08,102.16,Cash,10
TXN001484,2024-07-03 07:02:00,CUST1172,STR078,PRD227,1,749.45,749.45,Cash,0
TXN001485,2024-07-19 09:45:00,CUST0890,STR096,PRD262,3,451.51,1354.53,Cash,0
TXN001486,2024-06-11 13:27:00,CUST1147,STR083,PRD133,1,189.6,189.6,Cash,0
TXN001487,2024-08-01 14:20:00,CUST1407,STR008,PRD280,4,12.39,49.56,GCash,0
TXN001488,2024-07-20 14:00:00,CUST0115,STR086,PRD330,1,108.48,108.48,Cash,0
TXN001489,2024-08-20 07:53:00,CUST0800,STR093,PRD034,3,111.59,334.77,Cash,0
TXN001490,2024-08-31 11:06:00,CUST0593,STR033,PRD426,2,143.61,287.22,GCash,0
TXN001491,2024-06-17 08:39:00,CUST1675,STR022,PRD123,1,82.22,82.22,Cash,0
TXN001492,2024-06-19 07:30:00,CUST1072,STR092,PRD356,1,75.31,75.31,GCash,0
TXN001493,2024-08-14 08:49:00,CUST1608,STR057,PRD107,3,191.72,575.16,Cash,0
TXN001494,2024-08-15 15:19:00,CUST1728,STR062,PRD173,2,25.43,50.86,GCash,0
TXN001495,2024-07-16 15:19:00,CUST1948,STR015,PRD271,1,12.39,12.39,Cash,5
TXN001496,2024-06-02 16:20:00,CUST0483,STR082,PRD488,1,132.49,132.49,Cash,0
TXN001497,2024-07-30 20:13:00,CUST0461,STR089,PRD117,1,40.15,40.15,GCash,0
TXN001498,2024-07-18 09:47:00,CUST0316,STR040,PRD407,3,134.58,403.74,GCash,0
TXN001499,2024-06-07 18:44:00,CUST1945,STR055,PRD089,1,48.26,48.26,Cash,0
TXN001500,2024-06-26 07:34:00,CUST0566,STR069,PRD310,2,27.84,55.68,GCash,0
TXN001501,2024-08-23 17:06:00,CUST0905,STR070,PRD033,2,122.7,245.4,Cash,5
TXN001502,2024-08-13 07:04:00,CUST1095,STR019,PRD128,6,242.65,1455.9,Cash,0
TXN001503,2024-07-21 08:41:00,CUST1933,STR010,PRD095,3,168.22,504.66,Cash,0
TXN001504,2024-08-18 09:00:00,CUST0260,STR002,PRD129,1,206.2,206.2,Cash,0
TXN001505,2024-07-25 08:16:00,CUST1278,STR005,PRD342,1,110.56,110.56,Card,0
TXN001506,2024-07-29 15:22:00,CUST1301,STR092,PRD318,2,61.47,122.94,Cash,10
TXN001507,2024-08-22 20:18:00,CUST1524,STR100,PRD173,4,25.43,101.72,GCash,5
TXN001508,2024-07-18 20:56:00,CUST0480,STR006,PRD326,3,87.16,261.48,Cash,0
TXN001509,2024-08-05 07:40:00,CUST1528,STR024,PRD292,2,28.53,57.06,Cash,0
TXN001510,2024-06-08 13:19:00,CUST1238,STR052,PRD086,3,237.76,713.28,GCash,0
TXN001511,2024-07-02 16:19:00,CUST1967,STR010,PRD352,2,114.25,228.5,GCash,15
TXN001512,2024-07-14 09:53:00,CUST1835,STR058,PRD245,1,703.51,703.51,Cash,0
TXN001513,2024-08-17 07:51:00,CUST1670,STR001,PRD218,2,218.12,436.24,Cash,0
TXN001514,2024-06-02 11:33:00,CUST0389,STR064,PRD487,3,42.28,126.84,GCash,0
TXN001515,2024-08-07 10:03:00,CUST1105,STR043,PRD101,1,77.59,77.59,Cash,10
TXN001516,2024-07-10 11:03:00,CUST0759,STR016,PRD124,1,43.11,43.11,GCash,0
TXN001517,2024-08-06 08:43:00,CUST0885,STR031,PRD024,1,125.43,125.43,Cash,0
TXN001518,2024-08-12 18:47:00,CUST0981,STR061,PRD054,1,259.37,259.37,GCash,0
TXN001519,2024-08-25 07:18:00,CUST1347,STR055,PRD452,6,144.49,866.94,Cash,0
TXN001520,2024-06-28 08:40:00,CUST1712,STR084,PRD154,4,39.22,156.88,Cash,5
TXN001521,2024-06-09 15:35:00,CUST1679,STR042,PRD378,3,143.85,431.55,Card,5
TXN001522,2024-07-20 14:50:00,CUST1543,STR010,PRD092,3,84.41,253.23,Cash,5
TXN001523,2024-06-09 09:38:00,CUST0888,STR099,PRD481,2,92.3,184.6,Cash,0
TXN001524,2024-06-30 14:24:00,CUST1969,STR089,PRD050,6,168.92,1013.52,Cash,0
TXN001525,2024-06-12 15:43:00,CUST1284,STR096,PRD479,1,6.38,6.38,Cash,0
TXN001526,2024-08-13 19:30:00,CUST0223,STR050,PRD122,1,114.36,114.36,Cash,15
TXN001527,2024-07-08 07:29:00,CUST0515,STR045,PRD017,1,64.01,64.01,GCash,5
TXN001528,2024-06-24 19:43:00,CUST0433,STR017,PRD307,1,24.57,24.57,Cash,0
TXN001529,2024-06-09 13:47:00,CUST1271,STR038,PRD053,2,293.62,587.24,Cash,15
TXN001530,2024-07-25 07:55:00,CUST0536,STR075,PRD022,1,115.35,115.35,Cash,0
TXN001531,2024-07-27 11:55:00,CUST0720,STR071,PRD253,3,634.97,1904.91,Cash,0
TXN001532,2024-06-14 19:18:00,CUST1578,STR097,PRD298,1,27.11,27.11,GCash,0
TXN001533,2024-07-17 10:48:00,CUST1380,STR075,PRD371,1,181.06,181.06,PayMaya,0
TXN001534,2024-08-22 11:49:00,CUST0455,STR060,PRD296,2,53.45,106.9,GCash,15
TXN001535,2024-06-17 08:56:00,CUST1493,STR067,PRD232,4,388.47,1553.88,PayMaya,5
TXN001536,2024-06-18 12:11:00,CUST0024,STR094,PRD206,1,362.67,362.67,Cash,0
TXN001537,2024-07-26 17:52:00,CUST1154,STR024,PRD360,1,97.35,97.35,Cash,5
TXN001538,2024-06-04 17:00:00,CUST1872,STR067,PRD074,2,233.73,467.46,Cash,0
TXN001539,2024-06-04 09:10:00,CUST0598,STR084,PRD339,2,78.92,157.84,Cash,10
TXN001540,2024-07-08 16:05:00,CUST0125,STR060,PRD010,1,102.2,102.2,Cash,0
TXN001541,2024-06-25 16:31:00,CUST1153,STR038,PRD206,2,362.67,725.34,Cash,0
TXN001542,2024-07-12 19:50:00,CUST0999,STR093,PRD010,1,102.2,102.2,Cash,0
TXN001543,2024-06-22 11:49:00,CUST1857,STR060,PRD082,3,122.42,367.26,GCash,0
TXN001544,2024-07-06 13:32:00,CUST1304,STR075,PRD103,2,122.82,245.64,Cash,0
TXN001545,2024-06-30 07:17:00,CUST0844,STR077,PRD317,2,32.63,65.26,GCash,5
TXN001546,2024-06-10 19:01:00,CUST1672,STR034,PRD473,1,37.13,37.13,Cash,5
TXN001547,2024-06-26 08:12:00,CUST1760,STR056,PRD147,1,67.85,67.85,Card,5
TXN001548,2024-08-27 10:04:00,CUST1675,STR067,PRD069,1,214.78,214.78,GCash,0
TXN001549,2024-08-04 19:04:00,CUST1744,STR054,PRD147,1,67.85,67.85,Cash,0
TXN001550,2024-08-24 08:22:00,CUST0835,STR010,PRD143,1,34.35,34.35,GCash,0
TXN001551,2024-08-24 17:07:00,CUST0665,STR043,PRD261,1,396.97,396.97,PayMaya,0
TXN001552,2024-07-11 13:47:00,CUST1444,STR091,PRD061,2,152.24,304.48,Cash,10
TXN001553,2024-06-18 08:41:00,CUST1728,STR054,PRD246,1,447.25,447.25,PayMaya,0
TXN001554,2024-06-14 09:22:00,CUST1346,STR046,PRD361,1,79.89,79.89,Cash,0
TXN001555,2024-07-25 07:03:00,CUST1049,STR086,PRD281,1,24.2,24.2,Cash,0
TXN001556,2024-08-06 13:20:00,CUST0809,STR074,PRD205,1,488.44,488.44,GCash,0
TXN001557,2024-06-22 17:30:00,CUST1143,STR056,PRD397,1,141.54,141.54,GCash,5
TXN001558,2024-08-30 14:37:00,CUST0196,STR010,PRD067,1,274.17,274.17,Cash,5
TXN001559,2024-08-20 13:58:00,CUST1721,STR068,PRD395,1,185.52,185.52,Cash,0
TXN001560,2024-08-03 13:52:00,CUST1246,STR001,PRD284,1,12.43,12.43,Cash,0
TXN001561,2024-06-02 10:13:00,CUST0385,STR043,PRD327,3,29.64,88.92,Cash,0
TXN001562,2024-08-19 07:57:00,CUST0169,STR047,PRD492,2,51.44,102.88,Cash,0
TXN001563,2024-07-29 20:20:00,CUST0211,STR085,PRD188,3,252.52,757.56,Cash,10
