recommendation_id,customer_id,product_id,recommendation_score,recommendation_type,created_date
REC00449,CUST1727,PRD460,0.752,Category,2025-09-05
REC00450,CUST1727,PRD336,0.996,Category,2025-08-12
REC00451,CUST1587,PRD327,0.602,Similar,2025-08-17
REC00452,CUST1587,PRD020,0.768,Popular,2025-08-17
REC00453,CUST1587,PRD174,0.558,Similar,2025-08-13
REC00454,CUST1155,PRD253,0.813,Popular,2025-08-14
REC00455,CUST1155,PRD130,0.651,Similar,2025-08-11
REC00456,CUST1155,PRD143,0.658,Similar,2025-08-28
REC00457,CUST1155,PRD121,0.659,Popular,2025-08-20
REC00458,CUST1594,PRD351,0.773,Popular,2025-08-20
REC00459,CUST1594,PRD211,0.912,Seasonal,2025-08-27
REC00460,CUST1594,PRD112,0.778,Category,2025-09-09
REC00461,CUST1464,PRD188,0.903,Similar,2025-08-19
REC00462,CUST1464,PRD257,0.981,Similar,2025-09-08
REC00463,CUST1464,PRD118,0.631,Popular,2025-08-13
REC00464,CUST1464,PRD302,0.631,Popular,2025-08-26
REC00465,CUST1464,PRD007,0.648,Similar,2025-08-15
REC00466,CUST0081,PRD177,0.611,Similar,2025-08-27
REC00467,CUST0081,PRD079,0.841,Similar,2025-08-27
REC00468,CUST0081,PRD139,0.756,Seasonal,2025-09-02
REC00469,CUST0081,PRD084,0.523,Category,2025-09-01
REC00470,CUST0081,PRD293,0.888,Category,2025-08-14
REC00471,CUST1818,PRD418,0.95,Seasonal,2025-08-25
REC00472,CUST1818,PRD435,0.74,Popular,2025-08-30
REC00473,CUST1818,PRD310,0.534,Similar,2025-09-01
REC00474,CUST1818,PRD309,0.8,Popular,2025-08-26
REC00475,CUST1818,PRD279,0.525,Similar,2025-08-28
REC00476,CUST0431,PRD475,0.881,Similar,2025-09-06
REC00477,CUST0431,PRD309,0.718,Popular,2025-09-05
REC00478,CUST0431,PRD263,0.547,Popular,2025-09-01
REC00479,CUST0431,PRD251,0.95,Popular,2025-08-25
REC00480,CUST1027,PRD082,0.878,Seasonal,2025-08-21
REC00481,CUST1027,PRD136,0.529,Popular,2025-08-19
REC00482,CUST1027,PRD197,0.95,Category,2025-08-19
REC00483,CUST0779,PRD259,0.95,Similar,2025-08-11
REC00484,CUST0779,PRD337,0.601,Popular,2025-08-24
REC00485,CUST0779,PRD042,0.961,Category,2025-08-23
REC00486,CUST0029,PRD330,0.56,Popular,2025-08-11
REC00487,CUST0029,PRD364,0.926,Popular,2025-08-19
REC00488,CUST0029,PRD081,0.578,Similar,2025-08-20
REC00489,CUST0029,PRD425,0.958,Popular,2025-08-11
REC00490,CUST0029,PRD096,0.56,Popular,2025-08-29
REC00491,CUST0269,PRD022,0.892,Category,2025-08-24
REC00492,CUST0269,PRD135,0.95,Popular,2025-08-30
REC00493,CUST0269,PRD240,0.937,Popular,2025-08-16
REC00494,CUST0269,PRD170,0.678,Seasonal,2025-08-31
REC00495,CUST0512,PRD337,0.793,Popular,2025-08-25
REC00496,CUST0512,PRD224,0.696,Similar,2025-08-26
REC00497,CUST0512,PRD201,0.9,Similar,2025-08-27
REC00498,CUST0512,PRD258,0.529,Popular,2025-08-21
REC00499,CUST0512,PRD195,0.612,Popular,2025-08-23
REC00500,CUST0771,PRD060,0.94,Popular,2025-09-03
REC00501,CUST0771,PRD422,0.629,Popular,2025-08-26
REC00502,CUST0771,PRD201,0.68,Popular,2025-08-19
REC00503,CUST0771,PRD086,0.551,Popular,2025-09-04
REC00504,CUST0771,PRD477,0.826,Popular,2025-08-16
REC00505,CUST1232,PRD052,0.711,Similar,2025-08-17
REC00506,CUST1232,PRD346,0.963,Popular,2025-08-14
REC00507,CUST1232,PRD082,0.852,Similar,2025-09-02
REC00508,CUST1232,PRD018,0.688,Similar,2025-09-09
REC00509,CUST1232,PRD447,0.942,Similar,2025-08-25
REC00510,CUST1369,PRD482,0.859,Similar,2025-08-30
REC00511,CUST1369,PRD420,0.95,Popular,2025-08-15
REC00512,CUST1369,PRD369,0.849,Category,2025-09-02
REC00513,CUST1369,PRD029,0.689,Category,2025-08-21
REC00514,CUST0593,PRD412,0.697,Similar,2025-09-03
REC00515,CUST0593,PRD266,0.95,Category,2025-09-08
REC00516,CUST0593,PRD165,0.86,Category,2025-08-21
REC00517,CUST0593,PRD105,0.509,Popular,2025-08-30
REC00518,CUST0593,PRD284,0.706,Category,2025-08-19
REC00519,CUST1527,PRD336,0.883,Category,2025-08-14
REC00520,CUST1527,PRD361,0.832,Similar,2025-08-23
REC00521,CUST1527,PRD054,0.95,Similar,2025-08-30
REC00522,CUST1527,PRD451,0.907,Seasonal,2025-08-28
REC00523,CUST1527,PRD161,0.941,Popular,2025-09-05
REC00524,CUST0257,PRD116,0.792,Similar,2025-08-18
REC00525,CUST0257,PRD364,0.765,Similar,2025-08-19
REC00526,CUST0257,PRD097,0.943,Similar,2025-09-03
REC00527,CUST0379,PRD036,0.82,Popular,2025-08-12
REC00528,CUST0379,PRD421,0.744,Seasonal,2025-08-12
REC00529,CUST0379,PRD219,0.809,Popular,2025-09-02
REC00530,CUST0499,PRD489,0.837,Category,2025-09-05
REC00531,CUST0499,PRD425,0.766,Similar,2025-09-01
REC00532,CUST0499,PRD416,0.704,Popular,2025-08-18
REC00533,CUST1349,PRD491,0.823,Popular,2025-08-18
REC00534,CUST1349,PRD212,0.95,Similar,2025-08-26
REC00535,CUST1349,PRD364,0.551,Popular,2025-08-20
REC00536,CUST1349,PRD302,0.591,Popular,2025-08-15
REC00537,CUST1349,PRD093,0.66,Similar,2025-08-26
REC00538,CUST1399,PRD339,0.524,Similar,2025-09-01
REC00539,CUST1399,PRD235,0.73,Category,2025-08-30
REC00540,CUST1399,PRD458,0.884,Similar,2025-09-07
REC00541,CUST1399,PRD062,0.976,Popular,2025-08-13
REC00542,CUST1399,PRD045,0.663,Category,2025-08-17
REC00543,CUST1941,PRD155,0.57,Similar,2025-08-25
REC00544,CUST1941,PRD004,0.597,Category,2025-08-20
REC00545,CUST1941,PRD485,0.917,Category,2025-08-26
REC00546,CUST1941,PRD475,0.929,Category,2025-09-07
REC00547,CUST1941,PRD391,0.635,Popular,2025-08-29
REC00548,CUST0600,PRD075,0.803,Similar,2025-08-26
REC00549,CUST0600,PRD145,0.95,Popular,2025-09-09
REC00550,CUST0600,PRD481,0.527,Category,2025-08-12
REC00551,CUST0600,PRD270,0.749,Popular,2025-08-15
REC00552,CUST0600,PRD184,0.827,Category,2025-08-13
REC00553,CUST1295,PRD191,0.95,Popular,2025-08-21
REC00554,CUST1295,PRD452,0.55,Similar,2025-08-24
REC00555,CUST1295,PRD046,0.663,Popular,2025-08-23
REC00556,CUST1295,PRD445,0.521,Category,2025-08-18
REC00557,CUST1295,PRD043,0.838,Popular,2025-09-06
REC00558,CUST1049,PRD120,0.703,Similar,2025-08-26
REC00559,CUST1049,PRD080,0.95,Similar,2025-08-12
REC00560,CUST1049,PRD216,0.898,Similar,2025-09-04
REC00561,CUST0172,PRD256,0.932,Similar,2025-09-01
REC00562,CUST0172,PRD191,0.95,Popular,2025-08-12
REC00563,CUST0172,PRD169,0.516,Similar,2025-09-02
REC00564,CUST0172,PRD066,0.6,Similar,2025-08-13
REC00565,CUST0172,PRD444,0.95,Popular,2025-08-15
REC00566,CUST1417,PRD347,0.921,Popular,2025-09-07
REC00567,CUST1417,PRD167,0.611,Popular,2025-09-05
REC00568,CUST1417,PRD074,0.893,Popular,2025-08-23
REC00569,CUST1417,PRD133,0.854,Popular,2025-09-04
REC00570,CUST0976,PRD325,0.967,Popular,2025-08-15
REC00571,CUST0976,PRD118,0.605,Popular,2025-08-20
REC00572,CUST0976,PRD118,0.766,Similar,2025-08-14
REC00573,CUST0933,PRD110,0.659,Popular,2025-08-28
REC00574,CUST0933,PRD110,0.792,Seasonal,2025-08-12
REC00575,CUST0933,PRD308,0.505,Similar,2025-08-26
REC00576,CUST0933,PRD001,0.744,Popular,2025-08-21
REC00577,CUST0933,PRD062,0.569,Popular,2025-08-16
REC00578,CUST0689,PRD300,0.769,Similar,2025-08-30
REC00579,CUST0689,PRD230,0.881,Popular,2025-08-26
REC00580,CUST0689,PRD392,0.621,Similar,2025-08-19
REC00581,CUST0689,PRD145,0.817,Popular,2025-09-06
REC00582,CUST0689,PRD307,0.979,Similar,2025-08-12
REC00583,CUST1091,PRD461,0.949,Popular,2025-08-11
REC00584,CUST1091,PRD199,0.95,Popular,2025-08-23
REC00585,CUST1091,PRD009,0.509,Seasonal,2025-08-17
REC00586,CUST1091,PRD281,0.948,Popular,2025-08-13
REC00587,CUST1896,PRD148,0.846,Popular,2025-09-09
REC00588,CUST1896,PRD070,0.95,Category,2025-08-24
REC00589,CUST1896,PRD158,0.82,Popular,2025-09-01
REC00590,CUST1896,PRD059,0.722,Category,2025-08-23
REC00591,CUST1896,PRD465,0.776,Popular,2025-09-07
REC00592,CUST0352,PRD278,0.672,Popular,2025-08-25
REC00593,CUST0352,PRD144,0.985,Popular,2025-08-11
REC00594,CUST0352,PRD256,0.829,Category,2025-08-28
REC00595,CUST0352,PRD418,0.787,Similar,2025-08-17
REC00596,CUST0352,PRD462,0.894,Similar,2025-08-19
REC00597,CUST1753,PRD271,0.583,Popular,2025-08-26
REC00598,CUST1753,PRD077,0.884,Popular,2025-08-31
REC00599,CUST1753,PRD119,0.862,Popular,2025-09-08
REC00600,CUST0418,PRD218,0.95,Popular,2025-08-13
REC00601,CUST0418,PRD347,0.974,Category,2025-08-19
REC00602,CUST0418,PRD431,0.676,Seasonal,2025-08-17
REC00603,CUST0418,PRD198,0.761,Seasonal,2025-08-15
REC00604,CUST0418,PRD366,0.713,Popular,2025-08-11
REC00605,CUST1458,PRD306,0.933,Similar,2025-08-28
REC00606,CUST1458,PRD032,0.78,Category,2025-08-19
REC00607,CUST1458,PRD139,0.934,Popular,2025-09-09
REC00608,CUST1458,PRD243,0.95,Popular,2025-09-01
REC00609,CUST1458,PRD476,0.984,Popular,2025-08-18
REC00610,CUST1694,PRD045,0.983,Category,2025-08-17
REC00611,CUST1694,PRD210,0.91,Popular,2025-09-08
REC00612,CUST1694,PRD208,0.826,Popular,2025-08-25
REC00613,CUST1694,PRD277,0.687,Similar,2025-08-19
REC00614,CUST1287,PRD351,0.885,Popular,2025-08-18
REC00615,CUST1287,PRD403,0.717,Similar,2025-08-21
REC00616,CUST1287,PRD004,0.638,Popular,2025-09-05
REC00617,CUST1287,PRD080,0.813,Similar,2025-08-12
REC00618,CUST0228,PRD442,0.963,Similar,2025-08-26
REC00619,CUST0228,PRD145,0.527,Similar,2025-09-07
REC00620,CUST0228,PRD470,0.793,Category,2025-08-20
REC00621,CUST0956,PRD062,0.768,Similar,2025-08-15
REC00622,CUST0956,PRD058,0.826,Popular,2025-09-05
REC00623,CUST0956,PRD076,0.95,Seasonal,2025-08-17
REC00624,CUST0770,PRD256,0.779,Similar,2025-08-21
REC00625,CUST0770,PRD037,0.7,Category,2025-09-05
REC00626,CUST0770,PRD174,0.976,Similar,2025-08-19
REC00627,CUST0770,PRD139,0.703,Popular,2025-08-25
REC00628,CUST0770,PRD112,0.807,Similar,2025-09-03
REC00629,CUST0524,PRD057,0.5,Seasonal,2025-09-05
REC00630,CUST0524,PRD028,0.669,Popular,2025-08-15
REC00631,CUST0524,PRD185,0.95,Popular,2025-08-25
REC00632,CUST1662,PRD102,0.953,Category,2025-08-25
REC00633,CUST1662,PRD360,0.504,Popular,2025-08-30
REC00634,CUST1662,PRD008,0.725,Popular,2025-08-26
REC00635,CUST0173,PRD247,0.777,Category,2025-08-12
REC00636,CUST0173,PRD278,0.828,Similar,2025-09-07
REC00637,CUST0173,PRD033,0.525,Similar,2025-08-30
REC00638,CUST0619,PRD299,0.802,Seasonal,2025-08-22
REC00639,CUST0619,PRD195,0.775,Similar,2025-08-25
REC00640,CUST0619,PRD128,0.95,Popular,2025-09-02
REC00641,CUST0516,PRD105,0.625,Seasonal,2025-08-19
REC00642,CUST0516,PRD147,0.507,Similar,2025-09-07
REC00643,CUST0516,PRD033,0.652,Category,2025-09-02
REC00644,CUST0516,PRD398,0.62,Popular,2025-08-26
REC00645,CUST0516,PRD118,0.622,Similar,2025-08-14
REC00646,CUST0369,PRD115,0.798,Similar,2025-08-13
REC00647,CUST0369,PRD040,0.76,Popular,2025-08-31
REC00648,CUST0369,PRD192,0.618,Popular,2025-09-02
REC00649,CUST0369,PRD102,0.742,Seasonal,2025-08-22
REC00650,CUST0369,PRD289,0.683,Similar,2025-09-03
REC00651,CUST0642,PRD133,0.694,Similar,2025-09-09
REC00652,CUST0642,PRD299,0.969,Popular,2025-09-09
REC00653,CUST0642,PRD282,0.917,Category,2025-08-19
REC00654,CUST0642,PRD226,0.95,Category,2025-09-02
REC00655,CUST1603,PRD068,0.95,Category,2025-08-27
REC00656,CUST1603,PRD066,0.755,Seasonal,2025-08-27
REC00657,CUST1603,PRD436,0.877,Seasonal,2025-09-06
REC00658,CUST1603,PRD092,0.612,Category,2025-08-30
REC00659,CUST0258,PRD475,0.8,Popular,2025-08-17
REC00660,CUST0258,PRD184,0.549,Seasonal,2025-08-26
REC00661,CUST0258,PRD045,0.854,Seasonal,2025-08-24
REC00662,CUST1298,PRD341,0.764,Similar,2025-08-28
REC00663,CUST1298,PRD006,0.903,Similar,2025-08-12
REC00664,CUST1298,PRD494,0.526,Category,2025-08-11
REC00665,CUST1298,PRD486,0.744,Popular,2025-08-12
REC00666,CUST1298,PRD004,0.743,Similar,2025-08-18
REC00667,CUST1698,PRD019,0.871,Similar,2025-08-31
REC00668,CUST1698,PRD210,0.826,Popular,2025-08-13
REC00669,CUST1698,PRD045,0.678,Similar,2025-08-27
REC00670,CUST1698,PRD137,0.929,Similar,2025-08-12
REC00671,CUST0972,PRD376,0.513,Similar,2025-08-16
REC00672,CUST0972,PRD092,0.647,Similar,2025-08-25
REC00673,CUST0972,PRD094,0.602,Seasonal,2025-08-13
REC00674,CUST0972,PRD284,0.508,Popular,2025-08-16
REC00675,CUST0972,PRD409,0.954,Similar,2025-09-07
REC00676,CUST1563,PRD058,0.822,Popular,2025-08-17
REC00677,CUST1563,PRD351,0.794,Similar,2025-09-05
REC00678,CUST1563,PRD075,0.521,Popular,2025-08-11
REC00679,CUST1095,PRD494,0.667,Similar,2025-08-20
REC00680,CUST1095,PRD040,0.818,Popular,2025-09-09
REC00681,CUST1095,PRD338,0.664,Category,2025-08-27
REC00682,CUST1095,PRD430,0.524,Seasonal,2025-08-19
REC00683,CUST1095,PRD042,0.516,Category,2025-08-28
REC00684,CUST1590,PRD416,0.95,Seasonal,2025-08-14
REC00685,CUST1590,PRD323,0.669,Similar,2025-08-26
REC00686,CUST1590,PRD319,0.86,Seasonal,2025-09-07
REC00687,CUST1590,PRD133,0.654,Similar,2025-08-31
REC00688,CUST1964,PRD191,0.95,Similar,2025-09-08
REC00689,CUST1964,PRD055,0.502,Similar,2025-08-11
REC00690,CUST1964,PRD318,0.686,Similar,2025-08-26
REC00691,CUST1964,PRD488,0.95,Category,2025-08-28
REC00692,CUST1964,PRD043,0.794,Seasonal,2025-09-07
REC00693,CUST0828,PRD404,0.779,Similar,2025-09-07
REC00694,CUST0828,PRD209,0.815,Popular,2025-08-16
REC00695,CUST0828,PRD232,0.95,Popular,2025-09-05
REC00696,CUST1099,PRD019,0.568,Popular,2025-08-15
REC00697,CUST1099,PRD112,0.66,Similar,2025-08-19
REC00698,CUST1099,PRD418,0.95,Similar,2025-09-02
REC00699,CUST1099,PRD367,0.831,Popular,2025-08-25
REC00700,CUST1099,PRD229,0.934,Category,2025-09-04
REC00701,CUST1493,PRD356,0.54,Popular,2025-09-02
REC00702,CUST1493,PRD215,0.803,Popular,2025-08-14
REC00703,CUST1493,PRD304,0.94,Category,2025-09-06
REC00704,CUST1493,PRD052,0.726,Category,2025-08-15
REC00705,CUST1493,PRD225,0.95,Popular,2025-08-31
REC00706,CUST0684,PRD375,0.541,Category,2025-08-11
REC00707,CUST0684,PRD249,0.95,Popular,2025-08-31
REC00708,CUST0684,PRD301,0.507,Seasonal,2025-08-14
REC00709,CUST0684,PRD264,0.95,Similar,2025-08-12
REC00710,CUST0684,PRD483,0.952,Popular,2025-09-01
REC00711,CUST1544,PRD214,0.766,Similar,2025-08-29
REC00712,CUST1544,PRD030,0.997,Popular,2025-08-30
REC00713,CUST1544,PRD265,0.526,Popular,2025-09-01
REC00714,CUST0832,PRD099,0.822,Popular,2025-09-07
REC00715,CUST0832,PRD066,0.832,Seasonal,2025-09-07
REC00716,CUST0832,PRD417,0.699,Similar,2025-09-05
REC00717,CUST0832,PRD345,0.645,Similar,2025-09-04
REC00718,CUST0594,PRD373,0.86,Similar,2025-09-02
REC00719,CUST0594,PRD066,0.769,Similar,2025-08-22
REC00720,CUST0594,PRD090,0.771,Similar,2025-08-25
REC00721,CUST0030,PRD243,0.815,Category,2025-08-26
REC00722,CUST0030,PRD477,0.843,Popular,2025-08-24
REC00723,CUST0030,PRD264,0.95,Category,2025-08-18
REC00724,CUST0030,PRD170,0.672,Similar,2025-08-26
REC00725,CUST0030,PRD449,0.748,Similar,2025-08-18
REC00726,CUST1357,PRD254,0.683,Popular,2025-08-29
REC00727,CUST1357,PRD393,0.697,Popular,2025-08-20
REC00728,CUST1357,PRD096,0.592,Popular,2025-08-28
REC00729,CUST0612,PRD369,0.939,Similar,2025-09-03
REC00730,CUST0612,PRD235,0.759,Seasonal,2025-08-21
REC00731,CUST0612,PRD333,0.624,Category,2025-08-28
REC00732,CUST0612,PRD226,0.95,Category,2025-09-09
REC00733,CUST0612,PRD128,0.95,Popular,2025-08-16
REC00734,CUST0024,PRD308,0.581,Popular,2025-08-23
REC00735,CUST0024,PRD170,0.655,Popular,2025-08-28
REC00736,CUST0024,PRD408,0.993,Popular,2025-08-19
REC00737,CUST0904,PRD207,0.95,Popular,2025-08-23
REC00738,CUST0904,PRD397,0.754,Similar,2025-08-25
REC00739,CUST0904,PRD491,0.506,Category,2025-08-20
REC00740,CUST0904,PRD221,0.893,Popular,2025-08-12
REC00741,CUST1989,PRD088,0.896,Popular,2025-08-30
REC00742,CUST1989,PRD224,0.732,Category,2025-08-25
REC00743,CUST1989,PRD084,0.801,Similar,2025-08-23
REC00744,CUST1989,PRD131,0.909,Category,2025-08-25
REC00745,CUST1989,PRD410,0.606,Similar,2025-09-01
REC00746,CUST0147,PRD015,0.861,Popular,2025-08-28
REC00747,CUST0147,PRD207,0.846,Similar,2025-09-03
REC00748,CUST0147,PRD142,0.762,Seasonal,2025-08-25
REC00749,CUST1765,PRD451,0.857,Category,2025-09-08
REC00750,CUST1765,PRD325,0.659,Seasonal,2025-08-13
REC00751,CUST1765,PRD322,0.58,Popular,2025-08-23
REC00752,CUST1765,PRD261,0.95,Category,2025-08-24
REC00753,CUST1765,PRD464,0.583,Category,2025-08-14
REC00754,CUST0234,PRD399,0.566,Popular,2025-08-16
REC00755,CUST0234,PRD043,0.813,Popular,2025-09-03
REC00756,CUST0234,PRD240,0.871,Seasonal,2025-08-23
REC00757,CUST0101,PRD310,0.614,Popular,2025-08-19
REC00758,CUST0101,PRD306,0.945,Category,2025-09-07
REC00759,CUST0101,PRD360,0.88,Popular,2025-08-12
REC00760,CUST0101,PRD020,0.504,Similar,2025-08-30
REC00761,CUST0101,PRD048,0.95,Category,2025-08-13
REC00762,CUST0488,PRD162,0.608,Popular,2025-09-03
REC00763,CUST0488,PRD025,0.619,Similar,2025-08-16
REC00764,CUST0488,PRD291,0.802,Category,2025-08-30
REC00765,CUST0488,PRD062,0.953,Similar,2025-08-18
REC00766,CUST0785,PRD092,0.94,Category,2025-08-26
REC00767,CUST0785,PRD341,0.927,Popular,2025-08-28
REC00768,CUST0785,PRD419,0.85,Seasonal,2025-09-04
REC00769,CUST0785,PRD063,0.935,Similar,2025-08-16
REC00770,CUST0785,PRD367,0.999,Seasonal,2025-08-16
REC00771,CUST1821,PRD285,0.981,Category,2025-09-03
REC00772,CUST1821,PRD263,0.957,Popular,2025-08-17
REC00773,CUST1821,PRD027,0.558,Seasonal,2025-08-11
REC00774,CUST1425,PRD050,0.814,Popular,2025-09-05
REC00775,CUST1425,PRD013,0.801,Popular,2025-08-23
REC00776,CUST1425,PRD087,0.855,Similar,2025-08-18
REC00777,CUST1425,PRD238,0.824,Category,2025-08-29
REC00778,CUST1425,PRD224,0.868,Seasonal,2025-08-25
REC00779,CUST0071,PRD133,0.793,Category,2025-08-13
REC00780,CUST0071,PRD139,0.504,Popular,2025-08-15
REC00781,CUST0071,PRD162,0.658,Popular,2025-09-05
REC00782,CUST0071,PRD011,0.833,Similar,2025-08-22
REC00783,CUST1330,PRD184,0.815,Popular,2025-09-07
REC00784,CUST1330,PRD445,0.525,Seasonal,2025-08-17
REC00785,CUST1330,PRD064,0.925,Popular,2025-09-05
REC00786,CUST1330,PRD138,0.968,Popular,2025-08-28
REC00787,CUST1330,PRD321,0.569,Popular,2025-08-14
REC00788,CUST0674,PRD030,0.548,Category,2025-09-04
REC00789,CUST0674,PRD344,0.841,Similar,2025-09-01
REC00790,CUST0674,PRD112,0.834,Popular,2025-09-09
REC00791,CUST0674,PRD183,0.634,Popular,2025-08-14
REC00792,CUST0674,PRD110,0.896,Popular,2025-08-20
REC00793,CUST0303,PRD142,0.759,Category,2025-09-03
REC00794,CUST0303,PRD285,0.525,Popular,2025-08-19
REC00795,CUST0303,PRD479,0.562,Popular,2025-09-06
REC00796,CUST0303,PRD420,0.948,Category,2025-08-27
REC00797,CUST0303,PRD411,0.95,Popular,2025-08-15
REC00798,CUST1626,PRD343,0.573,Category,2025-08-23
REC00799,CUST1626,PRD300,0.62,Category,2025-09-04
REC00800,CUST1626,PRD439,0.796,Similar,2025-08-22
REC00801,CUST1626,PRD256,0.95,Category,2025-09-09
REC00802,CUST1626,PRD200,0.95,Popular,2025-08-31
REC00803,CUST0201,PRD418,0.95,Popular,2025-08-12
REC00804,CUST0201,PRD111,0.652,Category,2025-09-08
REC00805,CUST0201,PRD249,0.894,Similar,2025-08-22
REC00806,CUST0201,PRD419,0.77,Category,2025-08-21
REC00807,CUST0201,PRD142,0.831,Similar,2025-09-04
REC00808,CUST0556,PRD066,0.856,Seasonal,2025-08-28
REC00809,CUST0556,PRD065,0.858,Popular,2025-08-17
REC00810,CUST0556,PRD221,0.837,Category,2025-09-01
REC00811,CUST1380,PRD489,0.795,Category,2025-09-09
REC00812,CUST1380,PRD428,0.535,Seasonal,2025-09-08
REC00813,CUST1380,PRD110,0.818,Popular,2025-08-28
REC00814,CUST1380,PRD198,0.908,Popular,2025-09-02
REC00815,CUST1380,PRD265,0.746,Category,2025-08-21
REC00816,CUST0050,PRD169,0.618,Popular,2025-09-01
REC00817,CUST0050,PRD186,0.791,Similar,2025-08-21
REC00818,CUST0050,PRD451,0.652,Similar,2025-08-16
REC00819,CUST0050,PRD115,0.507,Category,2025-08-28
REC00820,CUST1097,PRD383,0.714,Popular,2025-08-24
REC00821,CUST1097,PRD397,0.567,Category,2025-08-13
REC00822,CUST1097,PRD201,0.767,Similar,2025-08-18
REC00823,CUST1097,PRD171,0.901,Similar,2025-08-21
REC00824,CUST1306,PRD309,0.816,Category,2025-09-04
REC00825,CUST1306,PRD206,0.818,Popular,2025-09-03
REC00826,CUST1306,PRD234,0.796,Seasonal,2025-08-15
REC00827,CUST1306,PRD439,0.95,Similar,2025-08-31
REC00828,CUST1306,PRD430,0.934,Similar,2025-08-11
REC00829,CUST0436,PRD261,0.95,Popular,2025-08-23
REC00830,CUST0436,PRD345,0.562,Category,2025-08-25
REC00831,CUST0436,PRD031,0.532,Similar,2025-09-02
REC00832,CUST1602,PRD360,0.855,Seasonal,2025-08-24
REC00833,CUST1602,PRD345,0.751,Popular,2025-09-02
REC00834,CUST1602,PRD079,0.593,Category,2025-08-24
REC00835,CUST1602,PRD462,0.936,Popular,2025-08-15
REC00836,CUST1410,PRD404,0.678,Popular,2025-09-09
REC00837,CUST1410,PRD449,0.589,Category,2025-08-24
REC00838,CUST1410,PRD489,0.636,Seasonal,2025-08-26
REC00839,CUST1410,PRD310,0.74,Similar,2025-09-06
REC00840,CUST1410,PRD119,0.666,Popular,2025-08-19
REC00841,CUST0885,PRD428,0.575,Category,2025-09-05
REC00842,CUST0885,PRD306,0.681,Category,2025-08-18
REC00843,CUST0885,PRD190,0.743,Popular,2025-08-15
REC00844,CUST0937,PRD263,0.907,Popular,2025-09-07
REC00845,CUST0937,PRD443,0.744,Category,2025-09-02
REC00846,CUST0937,PRD396,0.549,Popular,2025-09-03
REC00847,CUST0937,PRD026,0.8,Popular,2025-08-19
REC00848,CUST0937,PRD012,0.712,Similar,2025-09-04
REC00849,CUST0957,PRD330,0.783,Popular,2025-09-08
REC00850,CUST0957,PRD077,0.95,Seasonal,2025-09-09
REC00851,CUST0957,PRD219,0.519,Popular,2025-08-13
REC00852,CUST0957,PRD056,0.67,Similar,2025-08-29
REC00853,CUST0957,PRD387,0.62,Popular,2025-08-31
REC00854,CUST0826,PRD052,0.871,Similar,2025-08-19
REC00855,CUST0826,PRD090,0.95,Similar,2025-08-19
REC00856,CUST0826,PRD212,0.896,Category,2025-08-27
REC00857,CUST1571,PRD476,0.608,Category,2025-08-17
REC00858,CUST1571,PRD435,0.546,Similar,2025-08-15
REC00859,CUST1571,PRD060,0.615,Category,2025-09-04
REC00860,CUST1571,PRD264,0.95,Category,2025-08-21
REC00861,CUST1571,PRD257,0.565,Popular,2025-08-28
REC00862,CUST1935,PRD095,0.748,Similar,2025-08-17
REC00863,CUST1935,PRD024,0.709,Seasonal,2025-08-31
REC00864,CUST1935,PRD340,0.869,Category,2025-09-01
REC00865,CUST1935,PRD237,0.852,Similar,2025-08-23
REC00866,CUST0134,PRD438,0.95,Popular,2025-08-11
REC00867,CUST0134,PRD155,0.739,Seasonal,2025-08-13
REC00868,CUST0134,PRD104,0.827,Similar,2025-08-29
REC00869,CUST0134,PRD391,0.858,Popular,2025-08-20
REC00870,CUST0069,PRD179,0.618,Category,2025-08-31
REC00871,CUST0069,PRD384,0.792,Popular,2025-08-26
REC00872,CUST0069,PRD418,0.908,Seasonal,2025-08-21
REC00873,CUST0069,PRD412,0.727,Similar,2025-09-07
REC00874,CUST0244,PRD014,0.875,Similar,2025-09-05
REC00875,CUST0244,PRD266,0.95,Popular,2025-08-29
REC00876,CUST0244,PRD405,0.691,Popular,2025-08-14
REC00877,CUST1976,PRD050,0.728,Popular,2025-08-17
REC00878,CUST1976,PRD286,0.972,Popular,2025-08-17
REC00879,CUST1976,PRD317,0.751,Popular,2025-09-03
REC00880,CUST1976,PRD402,0.938,Popular,2025-08-15
REC00881,CUST1976,PRD290,0.961,Similar,2025-08-22
REC00882,CUST1744,PRD271,0.934,Similar,2025-09-01
REC00883,CUST1744,PRD068,0.902,Similar,2025-08-21
REC00884,CUST1744,PRD409,0.957,Similar,2025-09-09
REC00885,CUST1013,PRD325,0.69,Popular,2025-08-21
REC00886,CUST1013,PRD380,0.934,Popular,2025-08-30
REC00887,CUST1013,PRD399,0.783,Similar,2025-08-20
REC00888,CUST1302,PRD398,0.787,Popular,2025-09-06
REC00889,CUST1302,PRD414,0.95,Popular,2025-09-01
REC00890,CUST1302,PRD290,0.852,Category,2025-09-04
REC00891,CUST1012,PRD248,0.816,Seasonal,2025-08-22
REC00892,CUST1012,PRD359,0.71,Similar,2025-08-15
REC00893,CUST1012,PRD005,0.797,Similar,2025-08-22
REC00894,CUST1012,PRD465,0.951,Category,2025-09-03
REC00895,CUST1131,PRD109,0.733,Popular,2025-09-05
REC00896,CUST1131,PRD341,0.905,Category,2025-09-03
REC00897,CUST1131,PRD168,0.984,Popular,2025-08-31
REC00898,CUST1407,PRD071,0.95,Category,2025-08-27
